,Artist,Artist Genre,Song,Popularity,Hit?,Duration,Explicit,Acousticness,Danceability,Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time_Signature,Valence
4,Global Deejays,['pop house'],Hardcore Vibes - Radio Edit,37,0,177841,0,0.000848,0.707,0.892,0.000771,0,0.315,-4.9,1,0.0483,128.015,4,0.286
5,Global Deejays,['pop house'],Always Hardcore - Extended Version,36,0,301453,0,0.113,0.587,0.938,0.0919,2,0.171,-4.05,1,0.038,132.019,4,0.163
6,Global Deejays,['pop house'],Get Up - General Electric Edit,35,0,216293,0,0.00129,0.766,0.882,0.574,6,0.0427,-5.212,1,0.0587,128.034,4,0.517
7,Global Deejays,['pop house'],Boom (Turn It Up),33,0,153662,1,0.0586,0.647,0.991,0.0159,9,0.0808,-3.143,0,0.0517,125.062,4,0.801
8,Global Deejays,['pop house'],The Sound of San Francisco - Pop Radio Version,14,0,152746,0,0.0000532,0.818,0.869,0.0777,1,0.169,-4.924,0,0.05,129.411,4,0.855
9,Global Deejays,['pop house'],Hey Girl (Shake It),33,0,167956,0,0.014,0.685,0.934,0.00034,0,0.585,-3.94,1,0.0716,126.032,4,0.818
0,SOMMA,['pop dance'],I Don't Wanna Know,70,1,151048,0,0.145,0.75,0.805,0,8,0.297,-6.438,0,0.324,120.008,4,0.882
1,SOMMA,['pop dance'],Fever,69,1,162934,0,0.0784,0.465,0.756,0.00000232,10,0.0669,-6.992,0,0.0797,120.247,4,0.291
2,SOMMA,['pop dance'],I Can't Sleep,64,1,191785,0,0.31,0.793,0.547,0.0000906,7,0.074,-7.747,0,0.0816,124.025,4,0.413
3,SOMMA,['pop dance'],Howling,62,1,187930,0,0.0548,0.769,0.654,0.00691,5,0.145,-8.27,0,0.0709,121.969,4,0.441
4,SOMMA,['pop dance'],I don't know why - SOMMA Remix,62,1,157088,0,0.127,0.689,0.572,0.0351,5,0.11,-8.423,0,0.0322,120.002,4,0.21
5,SOMMA,['pop dance'],Breaking with You,60,1,153031,0,0.0558,0.676,0.726,0.0000437,9,0.101,-7.949,0,0.0448,124.013,4,0.541
6,SOMMA,['pop dance'],Falling with You,59,1,181498,0,0.125,0.659,0.536,0.293,9,0.107,-8.537,0,0.0352,125.948,4,0.248
7,SOMMA,['pop dance'],Troubles,52,1,165922,0,0.231,0.741,0.615,0.0000269,5,0.154,-7.823,0,0.0536,122.027,4,0.469
0,NATIIVE,['pop edm'],Reset,46,0,155000,0,0.342,0.685,0.659,0.000343,9,0.165,-6.074,1,0.0281,120.04,4,0.407
1,NATIIVE,['pop edm'],ask me twice,41,0,176843,0,0.267,0.549,0.775,0,1,0.0968,-5.017,0,0.0297,113.985,4,0.239
2,NATIIVE,['pop edm'],Memories,41,0,243530,0,0.256,0.578,0.665,0.00000806,10,0.121,-6.436,0,0.0264,143.949,4,0.493
3,NATIIVE,['pop edm'],Running Circles,36,0,171000,0,0.0472,0.725,0.728,0,0,0.111,-5.217,0,0.0347,119.977,4,0.49
4,NATIIVE,['pop edm'],Memories (Acoustic),34,0,165000,0,0.814,0.577,0.416,0,1,0.12,-7.176,1,0.0302,144.034,4,0.354
5,NATIIVE,['pop edm'],Over With,34,0,152790,0,0.416,0.578,0.581,0.000113,8,0.109,-6.141,1,0.0573,171.907,4,0.397
6,NATIIVE,['pop edm'],Back to You,32,0,185454,0,0.279,0.547,0.746,0.000216,7,0.142,-2.924,1,0.0357,153.987,4,0.381
7,NATIIVE,['pop edm'],Trust Me,29,0,188000,0,0.138,0.64,0.789,0,11,0.126,-5.415,0,0.0599,128.024,4,0.334
8,NATIIVE,['pop edm'],Back to You - Acoustic Version,24,0,146493,0,0.62,0.465,0.469,0,7,0.118,-4.256,1,0.0319,69.22,4,0.518
9,NATIIVE,['pop edm'],Rewind,21,0,132036,0,0.0288,0.777,0.711,0.131,10,0.349,-4.376,0,0.039,124,4,0.52
0,Young Bombs,['pop edm'],Better Day (feat. Aloe Blacc),65,1,191785,0,0.073,0.662,0.823,0,9,0.0833,-4.7,1,0.0971,118.958,4,0.435
1,Young Bombs,['pop edm'],Wrong Side of Love (with Darius Rucker),56,1,229198,1,0.114,0.563,0.874,0,2,0.109,-4.122,1,0.0377,102.021,4,0.232
2,Young Bombs,['pop edm'],Wild Things - Young Bombs Remix,53,1,242440,0,0.00477,0.675,0.771,0,1,0.202,-5.197,0,0.169,106.043,4,0.432
3,Young Bombs,['pop edm'],Don't Let Them - Flyboy Remix,51,1,228349,1,0.0265,0.485,0.787,0.000116,5,0.107,-5.16,1,0.19,103.004,4,0.33
4,Young Bombs,['pop edm'],High Road,50,1,155518,0,0.303,0.593,0.754,0,0,0.0619,-4.543,1,0.0662,98.168,4,0.355
5,Young Bombs,['pop edm'],head first - Young Bombs remix,49,0,222992,0,0.111,0.657,0.69,0.0000147,6,0.0673,-6.606,0,0.0321,127.063,4,0.253
6,Young Bombs,['pop edm'],Where The Shadow Ends,48,0,257133,0,0.233,0.513,0.586,0.00000611,10,0.0955,-7.935,1,0.044,149.973,4,0.169
7,Young Bombs,['pop edm'],Loyal,46,0,196940,0,0.0275,0.573,0.726,0,5,0.171,-4.63,0,0.0357,102.959,4,0.5
8,Young Bombs,['pop edm'],Don't Let Them,44,0,147999,1,0.0928,0.58,0.821,0,5,0.146,-3.603,1,0.0636,119.919,4,0.572
9,Young Bombs,['pop edm'],This Feeling (feat. Kelsea Ballerini) - Young Bombs Remix,42,0,176026,0,0.201,0.531,0.894,0,1,0.0479,-2.406,1,0.217,105.155,4,0.326
0,Over Easy,['pop edm'],Anywhere Tonight,50,1,191250,0,0.00316,0.708,0.891,0.00000244,11,0.124,-4.931,1,0.092,125.999,4,0.336
1,Over Easy,['pop edm'],It Goes,44,0,220000,0,0.0394,0.499,0.759,0,4,0.412,-3.996,1,0.049,125.738,4,0.206
2,Over Easy,['pop edm'],Don't Know You (Gabe Ceribelli Remix),38,0,156801,0,0.225,0.596,0.834,0.0235,7,0.105,-4.785,1,0.0395,123.97,4,0.674
3,Over Easy,['pop edm'],Liar Liar - Leondis Remix,36,0,168270,0,0.0304,0.593,0.796,0,1,0.0726,-5.494,1,0.078,124.07,4,0.539
4,Over Easy,['pop edm'],Neon Light,35,0,191474,0,0.518,0.61,0.87,0.00000306,6,0.0934,-3.451,1,0.0443,99.966,4,0.628
5,Over Easy,['pop edm'],Be Somebody - Over Easy Club Mix,32,0,203639,0,0.0745,0.653,0.864,0,7,0.118,-4.857,1,0.0669,128.024,4,0.39
6,Over Easy,['pop edm'],Sleeping,31,0,222000,1,0.331,0.641,0.917,0.00000544,10,0.364,-4.041,1,0.103,126.07,4,0.386
7,Over Easy,['pop edm'],Going Down (In My Head) - Over Easy Remix,31,0,190476,0,0.0809,0.584,0.902,0,3,0.236,-1.927,1,0.076,126.031,4,0.538
8,Over Easy,['pop edm'],Wrong Side of Love (with Darius Rucker) - Over Easy Remix,28,0,173225,1,0.071,0.552,0.892,0,2,0.219,-3.3,1,0.0843,123.918,4,0.428
9,Over Easy,['pop edm'],Rosé,27,0,211736,0,0.218,0.624,0.872,0,9,0.0869,-4.394,1,0.112,122.981,4,0.373
0,Party Pupils,['pop edm'],Set Me Free (feat. MAX),68,1,193364,0,0.00544,0.793,0.701,0,2,0.164,-4.764,1,0.0428,123.964,4,0.62
1,Party Pupils,['pop edm'],Love Me For The Weekend (with Ashe),49,0,226956,0,0.0495,0.684,0.711,0,0,0.0691,-5.172,0,0.225,114.947,4,0.568
2,Party Pupils,['pop edm'],In the Water (with Quinn XCII / Party Pupils Remix),53,1,159294,0,0.0346,0.764,0.645,0.00000358,4,0.314,-5.524,1,0.266,103.988,4,0.567
3,Party Pupils,['pop edm'],West Coast Tears (feat. Gary Go),42,0,173238,0,0.0156,0.667,0.817,0,7,0.132,-5.298,0,0.0848,125.885,4,0.186
4,Party Pupils,['pop edm'],Set Me Free (feat. MAX) - Martin Ikin Remix,51,1,218571,0,0.00171,0.722,0.843,0.1,11,0.332,-6.902,0,0.0608,126.024,4,0.507
5,Party Pupils,['pop edm'],Ms. Jackson,49,0,182439,0,0.0355,0.858,0.384,0.0000028,9,0.0655,-7.592,0,0.172,107.038,4,0.421
6,Party Pupils,['pop edm'],The Bender - Party Pupils Remix,49,0,170078,0,0.06,0.698,0.722,0.0000441,7,0.142,-6.076,1,0.0957,127.061,4,0.216
7,Party Pupils,['pop edm'],The City (feat. Quinn XCII) - Party Pupils Remix,48,0,178947,0,0.0509,0.826,0.559,0,0,0.0811,-6.019,1,0.213,114.036,4,0.811
8,Party Pupils,['pop edm'],Working For The Weekend (feat. eaJ) [Party Pupils Remix],48,0,153041,0,0.0915,0.851,0.742,0.0000655,2,0.174,-6.749,1,0.213,114.876,4,0.553
9,Party Pupils,['pop edm'],So Fine,45,0,216000,0,0.0112,0.897,0.833,0.738,2,0.048,-8.385,0,0.153,125.009,4,0.725
0,Laurent Wolf,['pop house'],No Stress - Radio Edit,37,0,201230,0,0.197,0.755,0.805,0.0000044,3,0.142,-3.142,0,0.0639,130.028,4,0.844
1,Laurent Wolf,['pop house'],No Stress - Original Club Mix,42,0,421000,0,0.0248,0.867,0.507,0.00351,10,0.0692,-6.783,0,0.0849,130.011,4,0.653
2,Laurent Wolf,['pop house'],Saxo - Original Extended,41,0,347267,0,0.000705,0.716,0.957,0.161,9,0.322,-6.319,0,0.0449,127.983,4,0.584
3,Laurent Wolf,['pop house'],No Stress - Tommie Sunshine & MureKian Remix,37,0,166644,0,0.0177,0.653,0.976,0.0931,3,0.267,-3.811,0,0.107,124.02,4,0.38
4,Laurent Wolf,['pop house'],Another Brick,33,0,233383,0,0.00733,0.655,0.926,0.00849,8,0.129,-2.55,0,0.0481,132.99,4,0.867
5,Laurent Wolf,['pop house'],Calinda,33,0,212425,0,0.0602,0.869,0.887,0.00639,9,0.0577,-4.832,0,0.0972,127.915,4,0.487
6,Laurent Wolf,['pop house'],No Stress - Stereoclip Remix,32,0,216062,0,0.0447,0.7,0.721,0.185,4,0.103,-8.068,1,0.0498,124.954,4,0.0858
7,Laurent Wolf,['pop house'],Wash My World,9,0,213679,0,0.006,0.799,0.877,0.00000367,11,0.147,-3.611,0,0.0405,130.066,4,0.557
8,Laurent Wolf,['pop house'],No Stress - Sofi Tukker Remix,30,0,248364,0,0.0261,0.584,0.928,0.057,1,0.161,-6.308,0,0.032,130.01,4,0.065
9,Laurent Wolf,['pop house'],Calinda 2K15 - Radio Edit,28,0,180546,0,0.0558,0.696,0.885,0.00127,0,0.241,-4.247,1,0.0531,124.977,4,0.689
0,TELYKast,['pop edm'],Nobody To Love (with Loren Gray),66,1,146372,0,0.0937,0.734,0.823,0,9,0.0853,-3.684,0,0.0853,122.143,4,0.409
1,TELYKast,['pop edm'],Somebody New,59,1,145161,0,0.0304,0.766,0.814,0.000139,8,0.0719,-4.131,1,0.0325,124.017,4,0.308
2,TELYKast,['pop edm'],working (feat. Khalid) - TELYKast Summer Remix,56,1,165276,0,0.124,0.665,0.663,0.00000869,4,0.268,-5.423,0,0.0813,121.99,4,0.647
3,TELYKast,['pop edm'],DAYLIGHT,56,1,154838,0,0.00555,0.725,0.662,0.00755,7,0.361,-5.628,1,0.0306,125.026,4,0.408
4,TELYKast,['pop edm'],Running - TELYKast Remix,52,1,205466,0,0.0913,0.713,0.591,0.0000967,10,0.0718,-8.894,1,0.112,125.046,4,0.316
5,TELYKast,['pop edm'],Somebody Else - TWINSICK Remix,49,0,247578,0,0.0629,0.35,0.843,0,3,0.432,-3.695,1,0.147,189.792,4,0.504
6,TELYKast,['pop edm'],LIKE IT LIKE THAT,47,0,123692,0,0.0123,0.689,0.938,0.00141,8,0.13,-2.998,1,0.0402,130.016,4,0.73
7,TELYKast,['pop edm'],Happy New Year (feat. Love Harder) - TELYKast Remix,42,0,172561,1,0.363,0.854,0.705,0.001,6,0.0957,-4.92,1,0.0503,121.003,4,0.558
8,TELYKast,['pop edm'],Safe With Me (feat. Audrey Mika) - TELYKast Remix,41,0,172800,0,0.0252,0.677,0.809,0,1,0.0959,-5.108,0,0.208,100.006,4,0.507
9,TELYKast,['pop edm'],hurts (feat. Jordan Shaw),40,0,183840,0,0.0555,0.786,0.615,0,4,0.153,-9.715,1,0.0487,121.048,4,0.48
0,Brian Casey,[],Oh Now,34,0,152075,0,0.906,0.452,0.207,0.283,7,0.208,-13.043,1,0.0299,174.427,4,0.347
1,Brian Casey,[],Believe,1,0,232741,0,0.346,0.553,0.554,0.00348,4,0.123,-7.731,1,0.0234,142.362,4,0.265
2,Brian Casey,[],Times River,0,0,222093,0,0.872,0.503,0.223,0.00153,7,0.0515,-11.925,1,0.0376,77.904,4,0.159
3,Brian Casey,[],A Letter to a Friend,0,0,215048,0,0.879,0.533,0.27,0.00206,2,0.107,-10.597,1,0.0267,72.613,4,0.139
4,Brian Casey,[],Funerals,0,0,214591,0,0.836,0.536,0.339,0.0525,9,0.0909,-9.21,0,0.03,132.316,4,0.0791
5,Brian Casey,[],Without You,0,0,241773,1,0.00844,0.803,0.618,0,8,0.0949,-7.059,0,0.109,86.493,4,0.617
6,Brian Casey,[],Lazy Day,0,0,296371,0,0.138,0.666,0.26,0.257,9,0.115,-13.078,1,0.0309,119.958,3,0.112
7,Brian Casey,[],Oighir,0,0,208100,0,0.756,0.466,0.135,0.0713,11,0.091,-15.031,0,0.0489,150.468,4,0.129
8,Brian Casey,[],So Tomorrow,0,0,302159,0,0.932,0.254,0.169,0.0164,2,0.114,-7.724,1,0.0408,85.38,4,0.0882
9,Brian Casey,[],Follows Closely Behind,0,0,125610,0,0.474,0.445,0.52,0.868,0,0.104,-11.8,1,0.0538,86.285,5,0.275
0,Dillistone,['pop edm'],Body on Fire,49,0,159310,0,0.0843,0.889,0.501,0.178,9,0.0602,-8.872,0,0.0507,116.027,4,0.328
1,Dillistone,['pop edm'],Yellow Hearts,47,0,178434,0,0.674,0.816,0.464,0.0000273,11,0.107,-8.907,1,0.0604,115.013,4,0.56
2,Dillistone,['pop edm'],You Got Me,44,0,188500,1,0.226,0.602,0.473,0.00000252,10,0.163,-6.675,0,0.0658,119.756,4,0.168
3,Dillistone,['pop edm'],Take Care,43,0,202221,0,0.105,0.753,0.548,0,6,0.238,-8.127,0,0.41,107.884,4,0.585
4,Dillistone,['pop edm'],22s,43,0,185825,1,0.115,0.729,0.597,0,4,0.258,-8.58,0,0.103,109.873,4,0.29
5,Dillistone,['pop edm'],Boys Don't Cry,42,0,173574,1,0.395,0.43,0.693,0.00000534,7,0.0769,-3.82,1,0.31,71.748,3,0.45
6,Dillistone,['pop edm'],Tables Have Turned - Dillistone Remix,39,0,208633,0,0.0779,0.754,0.618,0.0000208,6,0.058,-4.746,0,0.253,88.055,4,0.346
7,Dillistone,['pop edm'],Minefield,38,0,203809,0,0.15,0.646,0.63,0.00000654,5,0.105,-7.181,0,0.0612,107.939,4,0.317
8,Dillistone,['pop edm'],Diamond Child,36,0,237634,0,0.543,0.436,0.371,0.00177,11,0.0903,-10.126,1,0.0751,82.074,4,0.179
9,Dillistone,['pop edm'],Fuckboy,33,0,186666,1,0.379,0.766,0.522,0,5,0.107,-8.397,1,0.14,89.981,4,0.526
0,Yanou,['pop house'],Heaven - Radio Edit,8,0,235400,0,0.00109,0.575,0.963,0.000908,8,0.0998,-5.2,1,0.0494,137.974,4,0.583
1,Yanou,['pop house'],Everytime We Touch - Yanou's Candlelight Mix,48,0,195773,0,0.928,0.445,0.173,0,5,0.243,-11.068,0,0.0356,113.882,4,0.305
2,Yanou,['pop house'],On And On - Radio Edit,30,0,228466,0,0.0258,0.629,0.92,0.131,0,0.0764,-5.102,0,0.0361,137.983,4,0.504
3,Yanou,['pop house'],What Hurts the Most - Yanou's Candlelight Mix,28,0,233624,0,0.884,0.548,0.212,0,9,0.112,-11.145,1,0.0322,123.782,4,0.247
4,Yanou,['pop house'],Children of the Sun - R.I.O. Radio Edit,27,0,236756,0,0.000129,0.608,0.818,0.0000107,10,0.752,-5.481,0,0.12,126.89,4,0.585
5,Yanou,['pop house'],Light of Mystery - Radio Mix,25,0,179372,0,0.201,0.559,0.886,0.0367,1,0.193,-6.11,0,0.0324,138,4,0.337
6,Yanou,['pop house'],King Of My Castle - Radio Edit,24,0,173906,0,0.00237,0.842,0.841,0.000676,4,0.113,-7.919,0,0.0396,125.997,4,0.801
7,Yanou,['pop house'],Brighter Day - Nightcore Edit,23,0,151935,0,0.00586,0.585,0.994,0.482,10,0.415,-2.898,0,0.194,170.21,4,0.562
8,Yanou,['pop house'],King Of My Castle - Sander Van Doorn Remix,18,0,432705,0,0.0000196,0.74,0.942,0.824,11,0.116,-3.613,1,0.0653,133.994,4,0.102
9,Yanou,['pop house'],Draw the Line - Yanou's Candlelight Mix,15,0,235306,0,0.862,0.41,0.361,0,5,0.13,-7.537,0,0.0351,134.789,4,0.187
0,Matthew Koma,['pop edm'],Emotional,54,1,235275,0,0.0027,0.335,0.865,0.276,11,0.107,-4.672,0,0.0944,149.85,4,0.411
1,Matthew Koma,['pop edm'],Kisses Back,48,0,226683,0,0.0782,0.566,0.833,0.00000726,7,0.0723,-4.64,0,0.0713,140.037,4,0.31
2,Matthew Koma,['pop edm'],We Might Fall,47,0,180000,0,0.016,0.326,0.759,0.000878,7,0.0804,-5.019,1,0.0599,154.555,4,0.0797
3,Matthew Koma,['pop edm'],Never Let You Go,46,0,224332,0,0.633,0.783,0.579,0.00353,4,0.0944,-5.169,1,0.0914,125.042,4,0.954
4,Matthew Koma,['pop edm'],Keep Our Love Alive,44,0,252997,0,0.158,0.59,0.821,0.00022,0,0.199,-5.369,0,0.0693,129.027,4,0.117
5,Matthew Koma,['pop edm'],Serious (with Matthew Koma),43,0,182400,0,0.242,0.53,0.763,0,4,0.117,-3.348,1,0.0367,100.002,4,0.226
6,Matthew Koma,['pop edm'],I Wish (My Taylor Swift),40,0,224013,1,0.000767,0.587,0.934,0.00746,11,0.565,-3.879,0,0.0401,107.995,4,0.694
7,Matthew Koma,['pop edm'],Illuminate,32,0,277550,0,0.176,0.588,0.83,0.0000153,11,0.135,-4.284,1,0.0429,128.013,4,0.512
8,Matthew Koma,['pop edm'],Suitcase,39,0,224761,1,0.16,0.426,0.629,0.00000225,3,0.109,-6.07,1,0.0449,122.971,4,0.129
9,Matthew Koma,['pop edm'],Wasted,18,0,190013,0,0.00149,0.638,0.816,0.00115,2,0.195,-5.503,1,0.0308,112.014,4,0.386
0,Asketa & Natan Chaim,['pop edm'],Warriors,54,1,228571,1,0.0731,0.772,0.974,0.0000135,2,0.133,-2.985,1,0.182,105.024,4,0.426
1,Asketa & Natan Chaim,['pop edm'],Bring That Back (feat. Nadia Gattas),53,1,196888,0,0.08,0.79,0.745,0.0000035,5,0.336,-4.094,0,0.109,124.033,4,0.741
2,Asketa & Natan Chaim,['pop edm'],Call You Mine (feat. Bebe Rexha) - Asketa & Natan Chaim Remix,53,1,183653,0,0.004,0.577,0.844,0.00000659,7,0.499,-3.364,1,0.0406,115.068,4,0.283
3,Asketa & Natan Chaim,['pop edm'],Get Away (feat. Rama Duke),52,1,126190,0,0.00323,0.516,0.958,0.0000865,0,0.315,-1.802,0,0.0698,126.039,4,0.538
4,Asketa & Natan Chaim,['pop edm'],Underneath My Skin (feat. Jessame),40,0,218181,0,0.0773,0.42,0.814,0.00012,1,0.19,-4.819,0,0.189,109.653,4,0.237
5,Asketa & Natan Chaim,['pop edm'],No Crime,39,0,200285,0,0.00459,0.648,0.717,0.0000238,1,0.1,-3.079,1,0.049,105.114,4,0.308
6,Asketa & Natan Chaim,['pop edm'],Listen To Your Heart,39,0,158709,0,0.383,0.794,0.719,0.00438,11,0.133,-4.431,0,0.0613,124.019,4,0.484
7,Asketa & Natan Chaim,['pop edm'],Alone,37,0,232149,0,0.0102,0.555,0.881,0,11,0.0638,-3.215,0,0.0528,107.086,4,0.403
8,Asketa & Natan Chaim,['pop edm'],History,34,0,172741,0,0.0229,0.706,0.707,0.00183,11,0.0971,-5.251,0,0.0315,123.994,4,0.192
9,Asketa & Natan Chaim,['pop edm'],Falling,32,0,192380,0,0.00152,0.569,0.975,0.00000359,0,0.566,-1.05,0,0.0962,126.089,4,0.394
0,DEAMN,['pop edm'],Save Me,53,1,184918,0,0.421,0.723,0.934,0.000849,2,0.0593,-1.94,1,0.0379,122.005,4,0.793
1,DEAMN,['pop edm'],Sign,52,1,191559,0,0.0247,0.705,0.903,0.00168,3,0.217,-4.016,1,0.0282,108.911,4,0.472
2,DEAMN,['pop edm'],Rendezvous,52,1,191186,0,0.446,0.678,0.744,0.00000342,1,0.0834,-3.879,1,0.0305,117.991,4,0.523
3,DEAMN,['pop edm'],Give Me Your Love,50,1,197803,0,0.136,0.707,0.832,0.000129,0,0.248,-4.712,1,0.0255,105.008,4,0.391
4,DEAMN,['pop edm'],Hypnotized,50,1,198000,0,0.316,0.699,0.768,0,0,0.2,-3.708,1,0.0421,113.978,4,0.419
5,DEAMN,['pop edm'],Summer Love,48,0,200857,0,0.128,0.639,0.869,0.00000245,10,0.169,-3.481,1,0.0239,104.989,4,0.297
6,DEAMN,['pop edm'],Drive My Car,48,0,196571,0,0.0998,0.668,0.834,0,5,0.253,-3.694,1,0.0262,104.97,4,0.56
7,DEAMN,['pop edm'],Frozen,25,0,160733,0,0.0925,0.679,0.859,0,1,0.121,-3.943,1,0.0347,108.961,4,0.553
8,DEAMN,['pop edm'],Seventeen,33,0,192203,0,0.274,0.706,0.903,0,1,0.197,-2.797,0,0.0387,117.98,4,0.859
9,DEAMN,['pop edm'],Without You,43,0,184918,0,0.223,0.732,0.978,0,2,0.174,-1.876,1,0.0448,122.003,4,0.65
0,Johnning,['pop edm'],Heroes Tonight,70,1,208139,0,0.075,0.537,0.786,0,8,0.253,-4.331,1,0.0317,127.994,3,0.178
1,Johnning,['pop edm'],Heartless,51,1,184812,0,0.00911,0.741,0.808,0.0000146,6,0.609,-4.434,0,0.0439,99.984,4,0.415
2,Johnning,['pop edm'],Mess Me Up,51,1,172978,0,0.304,0.602,0.594,0.00000132,8,0.3,-8.677,1,0.0504,172.069,4,0.629
3,Johnning,['pop edm'],Rehab,50,1,233000,0,0.0063,0.705,0.584,0,6,0.141,-5.625,0,0.228,120.257,4,0.723
4,Johnning,['pop edm'],Sober,49,0,181681,0,0.0159,0.448,0.692,0.00000139,6,0.0896,-9.937,0,0.141,199.638,4,0.182
5,Johnning,['pop edm'],Bother Me,49,0,183168,0,0.708,0.687,0.412,0,7,0.141,-9.633,0,0.0314,99.959,4,0.455
6,Johnning,['pop edm'],Last Time,47,0,202480,0,0.111,0.628,0.587,0,7,0.156,-5.195,1,0.0441,140.01,4,0.4
7,Johnning,['pop edm'],There for You,46,0,229241,0,0.217,0.502,0.515,0,0,0.141,-8.871,1,0.0485,144.998,4,0.422
8,Johnning,['pop edm'],Golden,41,0,136320,0,0.00507,0.671,0.685,0.00000781,6,0.089,-6.506,1,0.0412,124.946,4,0.125
9,Johnning,['pop edm'],Like You Never Did,41,0,182126,0,0.64,0.406,0.477,0,7,0.154,-8.291,1,0.0321,147.172,3,0.21
0,Marcapasos,['pop house'],Home (feat. Nico Santos) - Marcapasos Radio Remix,46,0,214032,0,0.0493,0.75,0.731,0.00000255,5,0.0718,-6.289,0,0.0329,123.012,4,0.391
1,Marcapasos,['pop house'],"Girl, I Wanna - #90s Update Remix",44,0,222251,0,0.288,0.74,0.76,0,10,0.192,-6.875,1,0.105,101.049,4,0.712
2,Marcapasos,['pop house'],Monster 2K10 - Radio Edit,37,0,210708,0,0.000452,0.7,0.759,0,4,0.0432,-5.942,0,0.0426,127.029,4,0.894
3,Marcapasos,['pop house'],Blown Job - Radio Edit,35,0,210487,0,0.000662,0.834,0.464,0.83,4,0.114,-9.883,1,0.108,123.03,4,0.711
4,Marcapasos,['pop house'],Aicha,35,0,205000,0,0.0198,0.807,0.797,0.0001,7,0.0598,-7.358,0,0.065,119.989,4,0.614
5,Marcapasos,['pop house'],The Fear,34,0,392422,0,0.00434,0.875,0.638,0.193,11,0.0664,-8.075,1,0.123,121.992,4,0.467
6,Marcapasos,['pop house'],Run To You - Marcapasos & Janosh Remix,10,0,182479,0,0.136,0.869,0.649,0.0124,7,0.134,-7.16,1,0.0702,121.04,4,0.338
7,Marcapasos,['pop house'],The Fear - Radio Edit,25,0,239635,0,0.00534,0.847,0.729,0.0731,4,0.399,-7.974,1,0.137,121.99,4,0.341
8,Marcapasos,['pop house'],Blown Job - Club Mix,24,0,413273,0,0.000153,0.815,0.536,0.881,4,0.0653,-10.347,1,0.0885,123.026,4,0.551
9,Marcapasos,['pop house'],Sinner,23,0,188506,0,0.00727,0.713,0.79,0.613,10,0.0977,-6.247,1,0.038,120.028,4,0.244
0,Drenchill,['pop edm'],Freed from Desire (feat. Indiiana),68,1,161453,0,0.0665,0.789,0.758,0,2,0.0711,-4.957,0,0.114,126,4,0.147
1,Drenchill,['pop edm'],Never Never (feat. Indiiana),63,1,167001,0,0.0357,0.742,0.853,0.00205,9,0.21,-5.392,1,0.199,125.985,4,0.233
2,Drenchill,['pop edm'],Paradise (feat. Indiiana),60,1,148500,0,0.0164,0.729,0.824,0.00489,10,0.19,-5.396,0,0.0808,125.949,4,0.493
3,Drenchill,['pop edm'],Remedy,58,1,149000,0,0.0657,0.779,0.816,0.0000218,10,0.131,-4.292,1,0.0676,120.043,4,0.505
4,Drenchill,['pop edm'],Forever Summer (feat. Indiiana),56,1,156000,0,0.122,0.751,0.839,0.0163,6,0.0833,-4.643,1,0.0596,126.025,4,0.467
5,Drenchill,['pop edm'],Hey Hey (feat. Indiiana) - VIZE Remix,49,0,161226,0,0.00035,0.685,0.912,0.00761,8,0.16,-4.904,1,0.0393,125.978,4,0.233
6,Drenchill,['pop edm'],Tócame (feat. Szarr & Iwaro),48,0,129836,0,0.0127,0.811,0.887,0,10,0.0784,-4.272,0,0.119,122.016,4,0.351
7,Drenchill,['pop edm'],Talk Talk,47,0,174000,0,0.112,0.713,0.862,0,0,0.0747,-6.249,0,0.134,124.004,4,0.343
8,Drenchill,['pop edm'],Never Never (feat. Indiiana) - Giorgio Gee Remix,46,0,163000,0,0.0439,0.774,0.853,0.112,1,0.117,-4.39,0,0.0735,126.017,4,0.293
9,Drenchill,['pop edm'],Hey Hey (feat. Indiiana),44,0,188360,0,0.00276,0.657,0.761,0.000724,5,0.136,-6.033,0,0.0613,120.972,4,0.429
0,Frank Walker,"['pop dance', 'pop edm']",Like Gold,66,1,176388,0,0.0699,0.759,0.845,0.0000865,6,0.215,-6.794,0,0.0421,124,4,0.694
1,Frank Walker,"['pop dance', 'pop edm']",Imagine,61,1,225000,0,0.00334,0.645,0.738,0.000105,1,0.12,-4.92,1,0.0589,119.859,4,0.255
2,Frank Walker,"['pop dance', 'pop edm']",Can't Let Go (feat. Harry Hudson),60,1,208739,0,0.00503,0.618,0.838,0.0000104,7,0.175,-4.992,1,0.178,119.007,4,0.46
3,Frank Walker,"['pop dance', 'pop edm']",Not Ok - Frank Walker Remix,60,1,183934,0,0.0337,0.679,0.866,0,2,0.0688,-3.754,1,0.0566,121.927,4,0.441
4,Frank Walker,"['pop dance', 'pop edm']",Kiss Me,59,1,149743,0,0.0334,0.702,0.808,0.000663,11,0.138,-6.906,0,0.0404,116.903,4,0.312
5,Frank Walker,"['pop dance', 'pop edm']",Family - Frank Walker Remix,56,1,185813,0,0.192,0.663,0.846,0,8,0.173,-4.015,0,0.0801,123.993,4,0.59
6,Frank Walker,"['pop dance', 'pop edm']",Shadows,56,1,186212,0,0.0183,0.57,0.892,0.0000116,11,0.108,-3.471,0,0.0509,127.052,4,0.301
